province,topic,merged
Jawa Timur,Pernikahan,"Pada upacara panggih, Doni dan Ita melakukan liron kembar mayang. Doni dan Ita saling bertukar kembar mayang."
Jawa Timur,Pernikahan,"Setelah akad nikah dan resepsi, prosesi pernikahan Nita dan Aji belum selesai dilaksanakan. Nita dan Aji harus melaksanakan prosesi Ngunduh mantu yang dilaksanakan di kediaman Aji."
Jawa Timur,Pernikahan,Imbal wicara dilangsungkan ketika upacara ngunduh mantu pernikahan Dito dan Ajeng. Keluarga Ajeng memulai dialog dengan menyerahkan Ajeng kepada keluarga Dito.
Jawa Timur,Pernikahan,Pak Ryan dan Bu Anita melangsungkan prosesi ngunduh manten. Prosesi ngunduh manten dilangsungkan beberapa hari pasca resepsi.
Jawa Timur,Pernikahan,Adit dipakaikan bunga melati sebagai simbol dalam pernikahan. Bunga melati dikalungkan di leher Adit.
Jawa Timur,Pernikahan,Sinta sangat cantik saat menggunakan aksesori bunga di hari pernikahannya. Sinta mengenakan rantai bunga melati yang diikat di belakang kepala dan dibiarkan menjuntai ke depan pundak sampai ke perut.
Jawa Timur,Pernikahan,"Bu Cahya dan Bu Indri datang bersama menghadiri pernikahan anak Bu Putri di daerah Sukapura, Probolinggo. Bu Cahya dan Bu Indri membawa gegawan berupa hasil bumi yang ditempatkan pada wadah baki."
Jawa Timur,Pernikahan,Nisa menikmati masakan khas Lamongan. Nisa makan soto dengan taburan bubuk koya.
Jawa Timur,Pernikahan,"Setelah menghadiri pernikahan temanya dian di Banyuwangi, Rita dibawakan goodie bag oleh among tamu. Goodie bag yang dibawa Rita berisi kipas kain lipat yang bermotif batik gajah oling."
Jawa Timur,Pernikahan,"Ica sangat senang mendapatkan souvenir unik setelah mendatangi pernikahan sepupunya di daerah Sampang, Madura. Ica mendapatkan gantungan kunci berupa boneka yang berpakaian adat Madura dengan pakaian luar berwarna hitam dan pakaian dalam bercorak garis-garis dengan warna putih merah."
Jawa Timur,Hubungan Keluarga,"Ayah Citra dan Rio adalah orang Magetan, sedangkan ibu mereka orang Ngawi. Citra memanggil kakaknya Rio dengan panggilan ""mas""."
Jawa Timur,Hubungan Keluarga,Ria menyapu rumah nenek tetapi hanya sampai depan pintu saja. Nenek menegur Ria karena pekerjaannya tidak tuntas.
Jawa Timur,Hubungan Keluarga,"Ajeng dikenal sebagai anak yang sopan di keluarganya. Ajeng memanggil pamannya dengan kata ganti ""panjenengan""."
Jawa Timur,Hubungan Keluarga,Nisa pergi bertamu ke rumah Ibu Putri. Nisa membawa makanan ringan.
Jawa Timur,Hubungan Keluarga,Bu Ayu sedang masak banyak makanan ketika Eka datang ke rumah. Eka malu-malu ketika ditawari untuk makan dan akhirnya mau makan ketika ditawari beberapa kali.
Jawa Timur,Hubungan Keluarga,Bu Diah mengadakan acara selamatan untuk 1000 hari ayahnya. Bu Diah dibantu tetangga sekitar untuk mempersiapkan acara tersebut.
Jawa Timur,Hubungan Keluarga,Eka ingin membakar sampah di luar rumah. Eka mengurungkan niatnya karena tetangganya baru saja menjemur baju di halaman.
Jawa Timur,Hubungan Keluarga,"Niko sangat mengenali tetangganya di Lumajang. Kebanyakan tetangga Niko di daerah Lumajang memiliki nama yang terdiri dari tiga suku kata dan berawalan ""Su"", seperti Sutejo, Sumarno, Suyatno, dan lain-lain."
Jawa Timur,"Kehamilan, Bayi, Anak",Bu Dina melakukan prosesi brojolan saat hamil usia 7 bulan dengan memasukkan sepasang kelapa gading muda ke dalam sarung dari atas perut calon ibu. Kelapa gading yang digunakan telah digambari Kamajaya dan Kamaratih dengan maksud agar bayi lahir dengan mudah tanpa kesulitan.
Jawa Timur,"Kehamilan, Bayi, Anak","Mengikuti adat, Ajeng melakukan salah satu prosesi tingkeban yaitu pantes-pantes. Bu Dian memakai kain dan kebaya sebanyak 7 macam."
Jawa Timur,"Kehamilan, Bayi, Anak","Rina rutin melaksanakan acara syukuran kehamilannya, termasuk telonan. Ari melaksanakan acara telonan anak keduanya di usia 3 bulan kehamilan."
Jawa Timur,"Kehamilan, Bayi, Anak",Gita melaksanakan acara syukuran tingkeban. Acara dilaksanakan saat kehamilan Gita mencapai usia 7 bulan kehamilan.
Jawa Timur,"Kehamilan, Bayi, Anak","Sebagai bentuk rasa syukur atas kelahiran anaknya, Indah melaksanakan acara syukuran sepasaran. Syukuran diselenggarakan saat anaknya berusia 7 hari."
Jawa Timur,"Kehamilan, Bayi, Anak","Setelah lahiran, Inas melakukan acara larung ari-ari. Ari-ari bayi Inas diletakkan di dalam kendil, setelah itu baru dihanyutkan oleh suami Inas ke laut."
Jawa Timur,"Kehamilan, Bayi, Anak",Sari melakukan acara wisuh dengan maksud untuk mensucikan bayinya dari segala kotoran. Wisuh dilakukan Sari saat anaknya berusia genap 40 hari.
Jawa Timur,"Kehamilan, Bayi, Anak","Ketika anaknya berusia 8 bulan, Salma menuntun anaknya untuk berjalan di atas jadah sebagai salah satu dari tradisi tedhak sinten. Jadah yang diinjak anak Salma dibuat dengan 7 warna berbeda."
Jawa Timur,"Kehamilan, Bayi, Anak","Jaka menyelenggarakan acara tradisi kurungan untuk anaknya yang menginjak usia 8 bulan. Selama acara berlangsung, anak Jaka dimasukkan ke dalam sangkar ayam yang didalamnya diberi perhiasan, buku tulis, beras, mainan, dan sebagainya."
Jawa Timur,"Kehamilan, Bayi, Anak",Rio melakukan selamatan gaulan untuk anak pertamanya dengan  dan memberinya makanan gandos. Rio melakukan gaulan ketika si anak mulai tumbuh gigi untuk pertama kalinya.
Jawa Timur,"Kehamilan, Bayi, Anak",Upacara tarapan dilaksanakan bagi Rina yang memasuki usia remaja dan mulai menstruasi. Salah satu rangkaian acara Tarapan adalah siraman dengan menggunakan 7 mata air.
Jawa Timur,"Kehamilan, Bayi, Anak","Ita, anak Bu Dian, telah beranjak remaja. Bu Dian melarang Ita keluar malam-malam."
Jawa Timur,Kematian,Dengan berat hati Tyo harus menerima kabar kematian budhenya dan memberi kabar kepada yang lain. Tyo mengabarkan seluruh kerabatnya dan tetangganya akan lelayu atau kabar kematian budhenya menggunakan toa masjid dan semua alat bantu komunikasi.
Jawa Timur,Kematian,Rani cukup lega karena tinggal di salah satu kampung di Jawa. Rani tidak merasa sendiri karena tetangganya banyak yang melayat dan membantu mengurusi kematian adiknya. Para tetangga perempuan Rani menyiapkan rangkaian bunga berbentuk lingkaran dengan jumlah ganjil dan panjang satu setengah meter tanpa melepas jarum dari benangnya.
Jawa Timur,Kematian,Rita dan keluarganya akan melakukan acara pendhak pisan di Sidoarjo. Selametan pendhak pisan diselenggarakan setelah 1 tahun kematian ibu Rita.
Jawa Timur,Kematian,Prita turut membantu menyiapkan acara Pitung Dina almarhumah ibunda Ria. Hari ini tepat 7 hari setelah ibunda Ria meninggal dunia.
Jawa Timur,Kematian,Dinda mendapat kabar bahwa anak sulung Bu Gita mengalami kecelakaan dan meninggal. Dinda melayat ke rumah Bu Gita menggunakan gamis abaya.
Jawa Timur,Kematian,Ayah Ryan baru meninggal dunia. Putri pergi melayat memakai baju berwarna cokelat tua.
Jawa Timur,Hari Besar Agama,"Sebelum hari pertama puasa Ramadhan, Ibu Doni dan ibu-ibu lainnya sibuk menyiapkan hidangan untuk selametan megengan. Doni dan tetangga sekitarnya menggelar doa bersama dan bertukar makanan."
Jawa Timur,Hari Besar Agama,Cakra dan warga sekitar sangat bahagia merayakan hari raya Idul Fitri dengan takbiran keliling kampung menggunakan obor. Cakra melakukan takbiran keliling ketika malam sebelum shalat Idul Fitri.
Jawa Timur,Hari Besar Agama,"Menjelang hari raya Idul Adha, Joko dan tetangganya melakukan tradisi mantenan sapi. Joko menghias sapi miliknya yang akan disembelih dengan berbagai aksesoris meriah."
Jawa Timur,Hari Besar Agama,"Menjelang hari raya idul adha, Ganjar justru menjemur kasur sebagai tradisi yang berlaku di kalangan masyarakat Osing. Ganjar menjemur kasur gembil berwarna hitam dan merah."
Jawa Timur,Hari Besar Agama,"Pada peringatan Maulid, Rino bergegas ke masjid untuk memeriahkan acara endog-endogan. Rino membawa telur rebus yang telah dihias dengan bunga kertas warna-warni lalu ditancapkan di pohon pisang yang juga dihias."
Jawa Timur,Hari Besar Agama,Euforia hari raya Idul Fitri di kampung Dani masih terasa hingga lebaran ketupat. Dani menyelenggarakan lebaran ketupat sepekan setelah Idul Fitri.
Jawa Timur,Pertanian,Di daerah Glenmore terdapat pabrik gula terbesar di Jawa Timur. Pabrik tersebut menggunakan bahan dasar tebu yang dipanen di kebun sekitar.
Jawa Timur,Pertanian,"Ketika berkunjung ke Alasmalang, Rita ikut meramaikan upacara kebo-keboan. Sebelum acara inti dimulai, Rita mengikuti selamatan dengan 12 tumpeng, jenang sengkolo, 7 porsi jenang suro, dan lauk pauk."
Jawa Timur,Ikan dan Ternak,Ansor turut meramaikan tradisi Pasatan di daerah Bendungan Karangdoro. Ansor dan warga lainnya berebut tempat untuk melempar jala setelah air bendungan mengering.
Jawa Timur,Ikan dan Ternak,Paijo mengikuti acara grobyak ikan ketika bulan Suro. Grobyak ikan diawali dengan kirab tumpeng menuju Sumber Gundi baru menangkap ikan.
Jawa Timur,Ikan dan Ternak,"Sebagai warga yang tinggal di sekitar Danau Ranu, Jono aktif terlibat mengikuti acara distrikan. Upacara distrikan yang diselenggarakan di bulan Suro."
Jawa Timur,Ikan dan Ternak,"Bayu, sebagai ketua adat juga aktif mengikuti kegiatan ritual distrikan. Bayu memandu kegiatan larung sesaji berisi tumpeng dari hasil bumi menggunakan Perahu Naga yang dihias warna-warni."
Jawa Timur,Ikan dan Ternak,"Semua warga termasuk Dito mengenakan pakaian adat ""isyana"" saat mengikuti tradisi distrikan. Pakaian yang dikenakan Dito dan warga lainnya berupa jubah warna hitam dengan motif bordir bunga sedap malam."
Jawa Timur,Ikan dan Ternak,"Pulang dari Sidoarjo, Intan membawa bandeng asep. Bandeng asep dimasak dengan cara dipanggang dengan menggunakan asap yang keluar dari batok kelapa dan serabutnya."
Jawa Timur,Ikan dan Ternak,"Doni membawa oleh-oleh olahan ikan, petis, dari Surabaya dan Madura. Petis surabaya memiliki cita rasa manis sedangkan petis madura memiliki rasa khas asin."
Jawa Timur,Seni,Sandi sering memainkan alat musik bonang yang memiliki poros cembung di bagian tengah. Sandi menggunakan bindhi untuk memainkannya.
Jawa Timur,Seni,"Krisna bertugas memainkan angklung reog pada penampilan reog Ponorogo. Krisna mendapati perbedaan angklung reog dengan angklung sunda ketika memainkannya, yaitu memiliki suara yang lebih keras dan hanya memiliki dua jenis nada."
Jawa Timur,Seni,Singo barong pada pagelaran seni reog Ponorogo sangat ditunggu-tunggu oleh warga. Dono berperan sebagai singo barong dengan memakai properti topeng kepala harimau dan dadak merak dengan cara digigit.
Jawa Timur,Seni,"Sinta ditunjuk sebagai penari seblang Olehsari. Sinta ditunjuk sebagai penari seblang karena masih berumur 9 tahun, belum mengalami menstruasi, dan merupakan turunan dari penari seblang sebelumnya."
Jawa Timur,Seni,"Mbok Jumi juga kerap menari seperti cucunya, Tantri. Berbeda dengan Tantri, Mbok Jumi adalah penari seblang bakungan."
Jawa Timur,Seni,Ganjar dipercaya untuk memegang tong-tong Sumenep. Ganjar memainkan tong tong sebagai tanda bahaya yang akan datang.
Jawa Timur,Seni,"Tyo mengikuti ritual bersih desa, yaitu grebeg sinogkel di Desa Prambon. Grebeg sinongkel diadakan pada tanggal 14 selo pada penanggalan Jawa."
Jawa Timur,Seni,"Masyarakat membawa makanan seperti nasi kuning, ketan, buah-buahan, ikan, dan minuman dawet. Masyarakat mengikuti acara selamatan Gunungsari ketika hujan tidak kunjung turun."
Jawa Timur,Seni,"Hari ini, Rindi belajar bahasa Jawa tentang tembang macapat. Rindi belajar tentang tembang macapat yang memiliki komposisi gatra, guru wilangan, dan guru lagu."
Jawa Timur,Permainan,Sore hari Kanya bermain cublak-cublak suweng di depan rumahnya. Kanya baru bisa memainkan permainan cublak-cublak suweng ketika Dian dan Citra mau ikut bermain.
Jawa Timur,Permainan,Ghina sedang membuat kotak pembatas untuk bermain ongsrotan. Ghina mendapat giliran pertama untuk melempar pecahan genting.
Jawa Timur,Permainan,Satrio sering mengikuti lomba kerapan sapi di Madura. Perlombaan diadakan di lahan sawah.
Jawa Timur,Permainan,Doni mengajak Adit untuk bermain patil lele. Mereka bermain di lapangan terbuka.
Jawa Timur,Sehari-hari,Joko mendatangi Gua Istana untuk melaksanakan ritual 1 suro. Joko melakukan ritual tapa berata di Gua istana.
Jawa Timur,Sehari-hari,"Sita ikut merayakan festival pegon di pantai Watu Ulo, Jember. Sita menaiki pegon yang menggunakan tenaga sapi untuk menuju pantai Watu Ulo."
Jawa Timur,Sehari-hari,Liburan semester ini Satria pergi ke rumah nenek di Jawa Timur. Rumah nenek Satria berbentuk joglo sinom yang terdiri dari 36 pilar dengan 4 pilar utama atau saka guru.
Jawa Timur,Socio-religious,Ridho mendengar kabar ada berita orang hilang di kawasan sungai Brantas. Ridho mengetahui mitos bahwa terdapat buaya putih yang menjadi penyebab banyak orang menghilang.
Jawa Timur,Socio-religious,Tisna menonton upacara larung sembonyo. Tisna berlibur ke Trenggalek pada hari Senin Kliwon.
Jawa Timur,Socio-religious,Angger harus bisa membedakan gaya bahasa Jawa sesuai dengan lawan yang diajak bicara. Angger menggunakan ngoko alus kepada teman-temannya dan kromo alus kepada guru-guru di sekolahnya.
Jawa Timur,Socio-religious,"Pengobatan yang diterima Arini di Desa Jatiarjo, Pasuruan masih menggunakan suwuk sebagai metode pengobatan. Arini diobati dengan ramuan herbal dan rapalan doa-doa yang diletakkan di air putih maupun ramuan herbal."
Jawa Timur,Socio-religious,Tangan Ghina digigit tawon ndas. Ghina mengobati gigitan tersebut dengan getah daun pepaya untuk mencegah pembengkakan.
Jawa Timur,Socio-religious,Ajeng tiba-tiba mengeluarkan darah dari hidungnya. Ibu Ajeng bergegas mencari daun sirih lalu menggulungnya dan meletakkannya di lubang hidung yang mimisan.
Jawa Timur,Socio-religious,"Danu memberi nasihat penting kepada anaknya, Rio ""mikul dhuwur mendhem jero"". Nasihat itu bermaksud supaya Rio selalu menjunjung tinggi derajat orang tuanya."
Jawa Tengah,Makanan,Ibu menyediakan sarapan pagi untuk ayah. Menu yang disiapkan ibu adalah nasi yang dicampur dengan sayur - sayuran yang disiram saos kacang diatasnya.
Jawa Tengah,Makanan,Ibu akan makan siang khas Jawa Tengah bersama ayah ke warung makan. Menu yang dipesan ibu adalah nasi sate kambing dan es teh.
Jawa Tengah,Makanan,Ayah makan malam bersama ibu dengan menu khas Jawa Tengah. Makanan yang disantap ayah adalah bakso kuah dicampur bihun putih.
Jawa Tengah,Makanan,Ayah makan malam bersama ibu dengan menu khas Jawa Tengah. Makanan yang disantap ibu adalah gulai kambing dan kuah santan.
Jawa Tengah,Makanan,Ibu menyediakan makanan cemilan sehari-hari untuk ayah dan disajikan di teras rumah. Cemilannya adalah kue pukis ditemani dengan teh hangat.
Jawa Tengah,Makanan,Ibu menyediakan makanan cemilan sehari-hari untuk ayah dan disajikan di teras rumah. Cemilannya adalah roti yang diatasnya diberikan suwiran abon dan dipotong menjadi beberapa bagian.
Jawa Tengah,Makanan,Ibu membawakan oleh-oleh khas Jawa Tengah untuk tante yang di Jakarta. Ibu memberikan roti berbahan tepung beras dengan campuran parutan kelapa di dalamnya.
Jawa Tengah,Makanan,Ibu suka minum jamu setiap pagi. Minuman yang disukai ibu adalah minuman yang berbahan dasar beras yang dihaluskan dan kencur.
Jawa Tengah,Makanan,Ibu makan nasi dan ikan bandeng dicampur sambal. Ibu langsung memakannya dengan lahap menggunakan tangan langsung.
Jawa Tengah,Makanan,Ibu membeli nasi pecel lele yang dibelinya di warung sepulang dari kantor. Nasi pecel lele tersebut dibungkus menggunakan daun pisang.
Jawa Tengah,Makanan,Ibu selesai menanak nasi. Nasi yang telah matang sudah akan siap dipindahkan ke tempat nasi yang berbahan dasar anyaman bambu dengan ukuran sedang.
Jawa Tengah,Makanan,Solo merupakan daerah yang terkenal dengan makanan khas yang enak. Keripik berbahan dasar biji melinjo dengan rasanya yang pahit merupakan makanan yang harus ada di setiap rumah untuk disuguhkan.
Jawa Tengah,Makanan,"Solo merupakan daerah yang terkenal dengan makanan khas yang enak. Kentang kering dengan bumbu rempah yang khas memiliki rasa yang pedas dan manis, dan menjadi pelengkap untuk nasi kuning merupakan makanan yang harus ada di setiap acara spesial yang diadakan di acara keluarga."
Jawa Tengah,Makanan,Solo merupakan daerah yang terkenal dengan makanan khas yang enak. Kerupuk kulit sapi dengan sambal petis merupakan makanan yang ditunggu-tunggu setiap orang ketika berada di Kota Solo.
Jawa Tengah,Pernikahan,Rika akan menikah dengan adat Solo – Jogja. Rika tidak boleh bertemu dengan calon suaminya dan harus dipingit selama 7 hari sebelum pernikahan.
Jawa Tengah,Pernikahan,Rika akan menikah dengan menjalani prosesi adat sebelum menikah dengan pasangannya. Rika harus berpuasa selama 3 hari berturut – turut.
Jawa Tengah,Pernikahan,"Keluarga Rika sedang mempersiapkan pernikahan dengan konsep adat. Mereka memilih hari sesuai dengan tanggal lahir Rika dan calon suaminya, serta tidak memilih bulan muharram sebagai hari pernikahan keduanya."
Jawa Tengah,Pernikahan,Waluyo akan menikah besok sabtu di rumah. Keluarga Waluyo mulai mempersiapkan segala sesuatu yang diperlukan dengan memasang tarub dan janur di sekitar rumahnya sejak hari jumat yang lalu.
Jawa Tengah,Pernikahan,Rika merupakan anak bungsu di keluarganya. Rika bersama kedua kakaknya bersimpuh dan mencium tangan kedua orang tuanya ketika menjalani prosesi adat pernikahannya.
Jawa Tengah,Pernikahan,"Rika sudah menikah dengan Waluyo. Waluyo harus di rumah keluarga Rika selama seminggu terlebih dahulu, sebelum dibawa ke rumah keluarga Waluyo atau tempat tinggal yang baru."
Jawa Tengah,Pernikahan,Waluyo akan menikah dan memilih baju untuk acara akad di pernikahannya. Waluyo memilih baju berkerah dipadu padankan dengan kain batik sebagai bawahanya dan memasang keris ke belakang.
Jawa Tengah,Pernikahan,"Waluyo akan menikah dan memilih baju untuk acara resepsi di pernikahannya. Waluyo memilih kain batik panjang, ikat pinggang, dan tidak menggunakan pakaian atas, serta menyelipkan keris ke belakang."
Jawa Tengah,Pernikahan,Rika akan menikah dan memilih baju untuk acara akad di pernikahannya. Rika memilih baju dengan bahan beludru warna hitam dan memberikan pola gambar di dahinya dengan corak hitam.
Jawa Tengah,Pernikahan,Rika akan menikah dan memilih baju untuk acara resepsi di pernikahannya. Rika memilih sanggul untuk hiasan rambut beserta 7 cunduk mentul di atasnya.
Jawa Tengah,Pernikahan,"Asih menjadi tamu undangan di acara pernikahan sahabatnya. Asih memakai baju lengan panjang berwarna hitam dan rok kain batik, serta bersanggul."
Jawa Tengah,Pernikahan,"Jamuan di pernikahan Rika dan Waluyo sangat berbeda di tempat lain. Setiap tamu undangan akan mendapatkan porsi yang sama dengan yang lainnya, diberikan satu per satu tempat duduk, dan menu hidangan akan keluar sesuai dengan jadwal waktu yang telah ditentukan."
Jawa Tengah,Pernikahan,Menu hidangan yang disajikan di acara pernikahan Rika dan Waluyo sangat enak. Sup ayam dan teh hangat merupakan hidangan pembuka dalam acara pernikahan ini.
Jawa Tengah,Pernikahan,Asih menjadi tamu undangan di acara pernikahan sahabatnya dan akan memberikan sejumlah uang kepada sahabatnya. Asih harus memberikan sejumlah uang kepada sahabatnya yang nominalnya sama dengan yang diberikan sahabatnya ketika dulu dia datang ke pernikahan Asih sebelumnya.
Jawa Tengah,Pernikahan,"Asih akan datang ke acara pernikahan sahabatnya. Asih harus membawa hadiah untuk sahabatnya, memasukkan di tempat yang telah disediakan oleh pengantin, dan menuliskan nama serta alamat pada buku yang telah disediakan."
Jawa Tengah,Hubungan Keluarga,Waluyo sudah menikah dan memiliki 3 anak. Anak-anaknya memanggil Waluyo dengan sebutan bapak.
Jawa Tengah,Hubungan Keluarga,Rika sudah menikah dan memiliki 3 anak. Anak-anaknya memanggil Rika dengan sebutan ibu.
Jawa Tengah,Hubungan Keluarga,Rita merupakan anak sulung dari 3 bersaudara dan Rita adalah kakak kandung Rika. Rika memanggil Rita dengan sebutan mbakyu.
Jawa Tengah,Hubungan Keluarga,Rita merupakan anak sulung dari 3 bersaudara dan memiliki 1 keponakan laki-laki. Keponakan Rita memanggilnya dengan sebutan budhe.
Jawa Tengah,Hubungan Keluarga,Bambang merupakan anak bungsu dari 3 bersaudara dan memiliki 1 keponakan laki-laki dan 1 keponakan perempuan. Mereka memanggil Bambang dengan sebutan paklik.
Jawa Tengah,Hubungan Keluarga,Rika merupakan anak bungsu dari 3 bersaudara dan memiki 1 keponakan perempuan. Keponakan Rika memanggilnya dengan sebutan bulik.
Jawa Tengah,Hubungan Keluarga,"Rika mengadakan acara pengajian di rumahnya. Para tetangga membantunya dengan memberikan beras, gula, dan teh untuk Rika."
Jawa Tengah,Hubungan Keluarga,Waluyo akan membangun rumah dan dibantu oleh para warga. Para warga membantu memberikan bantuan berupa tenaga dan bahan bangunan yang diperlukan.
Jawa Tengah,Hubungan Keluarga,Orangtua dari bapak sering ke rumah dan bermain bersama para cucu. Cucu-cucunya sering menyebut dengan panggilan simbah.
Jawa Tengah,Hubungan Keluarga,Aku biasa menyebut mereka sebagai cicit-cicitku. Mereka adalah anak dari cucuku yang sering bermain ke rumah dan menghiburku sebagai buyut.
Jawa Tengah,"Kehamilan, Bayi, Anak",Rika sedang hamil 3 bulan. Rika mengadakan prosesi upacara adat dengan membuat 3 bentuk tumpeng.
Jawa Tengah,"Kehamilan, Bayi, Anak",Rika sedang hamil 7 bulan. Rika mengadakan prosesi upacara adat dengan melakukan siraman sebanyak 7 kali guyuran.
Jawa Tengah,"Kehamilan, Bayi, Anak",Rika sedang hamil 7 bulan dan mengadakan prosesi upacara adat. Rika meminta doa restu dan meminta maaf kepada kedua orangtuanya.
Jawa Tengah,"Kehamilan, Bayi, Anak",Rika sedang hamil 7 bulan dan mengadakan prosesi upacara adat. Kedua orang tua menjual rujak dan dawet ke para tamu undangan yang hadir.
Jawa Tengah,"Kehamilan, Bayi, Anak",Rika sudah melahirkan dan ari-ari bayinya diminta oleh ayahnya. Ari-ari tersebut langsung dikuburkan ayahnya dekat pintu rumah utama dan diberikan lampu penerang.
Jawa Tengah,"Kehamilan, Bayi, Anak",Rika sudah melahirkan dan sehari setelahnya baru bisa berkunjung untuk menengok Rika. Mereka yang menengok harus membawa perlengkapan bayi dan makanan untuk keluarga yang melahirkan.
Jawa Tengah,"Kehamilan, Bayi, Anak","Anak Rika sudah usia 2 tahun. Rika harus dipotong rambut dan kukunya, dan dikubur di sekitar pekarangan rumah."
Jawa Tengah,"Kehamilan, Bayi, Anak","Anak Rika sudah usia 2 tahun lebih 1 bulan dan Rika mengadakan acara syukuran dengan mengundang para tetangga. Rika memesan 1 kambing dan mengolahnya menjadi gulai, serta membagikan kepada tetangga yang hadir."
Jawa Tengah,"Kehamilan, Bayi, Anak",Anak Rika memiliki rambut gimbal. Anak Rika harus melakukan siraman dengan bunga 7 macam berbeda-beda jenisnya.
Jawa Tengah,"Kehamilan, Bayi, Anak",Anak laki-laki Rika sudah beranjak remaja dan akan melakukan khitan. Rika mengadakan upacara syukuran dan mengundang para tetangga datang ke rumah untuk mendoakan anaknya.
Jawa Tengah,"Kehamilan, Bayi, Anak",Anak perempuan Rika sudah beranjak remaja dan mulai menstruasi. Anak perempuan nya harus dipingit dan tidur sendirian di kamarnya selama 7 hari berturut-turut.
Jawa Tengah,"Kehamilan, Bayi, Anak","Anak perempuan Rika sudah beranjak dewasa. Rika memberlakukan jam malam untuk anaknya, dimana anaknya harus sudah sampai di rumah sebelum petang."
Jawa Tengah,Kematian,Waluyo sedang berduka karena ayahnya meninggal hari ini. Di rumah Waluyo pun sudah terpasang bendera merah.
Jawa Tengah,Kematian,"Waluyo sedang berduka karena ayahnya meninggal hari ini. Meskipun begitu, keluarga tetap harus menyediakan nasi urap yang berbentuk tumpeng yang dibelah, kedelai hitam, kerupuk, cabai merah dan dibagikan ke para tetangga."
Jawa Tengah,Kematian,Ayah Waluyo meninggal hari ini. Waluyo sebagai anak kandung laki-laki pertama yang harus mengurus jenazah ayahnya.
Jawa Tengah,Kematian,Ayah Waluyo meninggal hari ini. Waluyo bersama ibu dan adik-adiknya berjalan membungkuk melewati keranda jenazah ayahnya yang diangkat tinggi oleh 4 orang.
Jawa Tengah,Kematian,Ayah Waluyo sudah meninggal dan dikuburkan. Waluyo dan keluarga mengadakan pengajian selama 7 hari berturut-turut.
Jawa Tengah,Kematian,Waluyo sedang berduka karena ayahnya meninggal hari ini. Tamu pun berdatangan ke rumah Waluyo mengenakan pakaian berwarna hitam.
Jawa Tengah,Kematian,"Waluyo sedang berduka karena ayahnya meninggal hari ini. Tamu pun berdatangan ke rumah Waluyo, dimana semua tamu wanitanya mengenakan rok panjang."
Jawa Tengah,Kematian,Ayah Waluyo meninggal dunia dan ia meninggalkan 1 anak kandung laki-laki dan 1 anak angkat laki-laki. Anak kandung laki-laki dapat utuh warisan dari ayah Waluyo.
Jawa Tengah,Kematian,Ayah Waluyo meninggal dunia dan ia meninggalkan warisan untuk 1 anak laki-laki dan 1 anak perempuan. Anak laki-lakinya mendapatkan jatah warisan 2 kali lebih banyak daripada anak perempuan Waluyo.
Jawa Tengah,Hari Besar Agama,"Rika adalah penganut islam dan akan melakukan ibadah puasa. Sehari sebelumnya, Rika bersama teman-temannya melakukan acara padusan (mandi bersama) di sungai atau kolam."
Jawa Tengah,Hari Besar Agama,"Rika adalah penganut islam dan akan melakukan ibadah puasa. Sehari sebelumnya, Rika ziarah kubur ke makam keluarga dan kerabatnya yang telah meninggal."
Jawa Tengah,Hari Besar Agama,Rika adalah penganut islam dan akan merayakan lebaran di rumah. Rika akan mengirim parcel kepada kerabat terdekatnya.
Jawa Tengah,Hari Besar Agama,Rika adalah penganut islam dan akan merayakan lebaran di rumah. Rika membuat berbagai macam kue kering untuk disajikan kepada tamu dan kerabat yang hadir di rumahnya.
Jawa Tengah,Hari Besar Agama,Rika adalah penganut islam dan akan merayakan lebaran di rumah. Rika akan membeli baju baru untuk hari lebaran.
Jawa Tengah,Hari Besar Agama,Rika adalah penganut islam dan akan merayakan lebaran di rumah. Rika akan mudik sebelum 7 hari lebaran.
Jawa Tengah,Hari Besar Agama,Rika merayakan lebaran di rumah bersama keluarga besarnya. Rika makan lontong dengan sambal goreng dan opor ayam.
Jawa Tengah,Hari Besar Agama,Rika merayakan lebaran di rumah bersama keluarga besarnya. Rika melakukan sungkem (meminta maaf) kepada orang yang lebih tua setelah sholat ied.
Jawa Tengah,Hari Besar Agama,Rika merayakan lebaran di rumah bersama keluarga besarnya. Rika melakukan halal bihalal ke rumah tetangga-tetangganya.
Jawa Tengah,Hari Besar Agama,"Rika adalah penganut islam dan merayakan lebaran. 7 hari setelahnya, Rika dan keluarga baru akan membuat ketupat."
Jawa Tengah,Pertanian,Bulan januari merupakan bulan yang ditunggu-tunggu oleh para petani di Jawa Tengah. Pada bulan ini petani dapat menanam padi dengan baik karena musim penghujan terjadi di bulan januari.
Jawa Tengah,Pertanian,"Kekeringan saat ini sedang terjadi di Indonesia dan petani di Jawa Tengah mulai kesulitan. Akibat dari kondisi kemarau yang berkepanjangan, maka harga bawang merah anjlok."
Jawa Tengah,Pertanian,Tradisi wiwitan adalah tradisi yang dilakukan oleh para petani di Jawa Tengah. Tradisi ini dilakukan pada saat awal sebelum memulai tanam dan memanen.
Jawa Tengah,Pertanian,Tradisi sedekah bumi adalah tradisi yang dilakukan oleh para petani di Jawa Tengah. Tradisi ini dilakukan setelah hasil panen berhasil.
